symbol_id,seal_id,symbol_index,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,hu_7,stroke_density,bbox_area_ratio,bbox_aspect_ratio,skeleton_pixel_fraction,endpoint_count,junction_count
page046_M-12_a_c1_sym_032,page046_M-12_a_c1,32,0.0031310262225000473,7.520532251998943e-06,1.437728590079265e-08,1.5012676121301388e-08,2.2051998110159166e-16,4.1054386859432845e-11,-4.171257242171813e-18,0.1181640625,0.25,0.25,0.01171875,0.0,48.0
page046_M-12_a_c1_sym_033,page046_M-12_a_c1,33,0.0007001565065212557,4.374657266298088e-10,9.395299448762633e-15,3.8621189580636115e-15,-1.525956537381196e-29,3.2780558174062324e-20,1.7560830675966132e-29,0.0,0.0,0.0,0.0,0.0,0.0
page046_M-12_a_c1_sym_034,page046_M-12_a_c1,34,0.0012142482694894124,2.8370027283713565e-07,4.178694475848516e-12,7.95820590132199e-13,-1.1233774762144197e-24,-3.6757729391206353e-16,-9.187805481757091e-25,0.248779296875,0.65625,0.65625,0.12548828125,10.0,438.0
page046_M-12_a_c1_sym_035,page046_M-12_a_c1,35,0.011731814156991564,0.00013723709047527223,4.430966009395251e-10,4.430966009395251e-10,1.9633459776416073e-19,5.190798489325733e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
page046_M-12_a_c1_sym_036,page046_M-12_a_c1,36,0.007468029980706461,5.5330621068530453e-05,2.790829540880805e-10,2.790829540882281e-10,7.788729526259143e-20,2.075946150609002e-12,-3.3153834307009825e-33,0.0,0.0,0.0,0.0,0.0,0.0
page046_M-12_a_c1_sym_037,page046_M-12_a_c1,37,0.001473621144648386,1.4464240455252014e-06,2.943511601286944e-11,8.592543715513596e-12,1.353983488661572e-22,1.0322928182760269e-14,1.8466564819179467e-23,0.084228515625,0.179443359375,0.6,0.025634765625,1.0,96.0
page046_M-12_a_c1_sym_038,page046_M-12_a_c1,38,0.007554457810493946,5.661823153666551e-05,2.5798354198024136e-10,2.5798354198024136e-10,6.655550793267095e-20,1.9411994122635474e-12,0.0,0.046875,0.046875,21.333333333333332,0.0,0.0,0.0
page046_M-12_a_c1_sym_039,page046_M-12_a_c1,39,0.005583606429209002,3.071383408098791e-05,5.853683834066311e-13,5.853683834066311e-13,3.4265614429209275e-25,3.244115281955681e-15,-5.194908986661882e-37,0.0625,0.0625,16.0,0.0,0.0,0.0
page046_M-12_a_c1_sym_040,page046_M-12_a_c1,40,0.001550615030762061,1.8751886177035404e-06,1.0054420508599269e-13,1.0054420508599269e-13,1.0109137176374159e-26,1.3768274753192764e-16,0.0,0.25,0.25,4.0,0.0,0.0,0.0
page046_M-12_a_c1_sym_041,page046_M-12_a_c1,41,0.03238674792801569,0.0010489014413528287,9.188612093981713e-07,9.188612093981713e-07,8.443059221366701e-13,2.975892636961022e-08,0.0,0.00390625,0.015625,0.015625,0.0,0.0,0.0
page046_M-12_a_c1_sym_042,page046_M-12_a_c1,42,0.00072762435180131,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
page046_M-12_a_c1_sym_043,page046_M-12_a_c1,43,0.02395925148987094,0.0005740457319548836,3.959999658423778e-07,3.9599996584232607e-07,1.5681597294713367e-13,9.487862771596598e-09,-2.900597920196636e-27,0.0068359375,0.0068359375,0.03571428571428571,0.0,0.0,0.0
page046_M-12_a_c1_sym_044,page046_M-12_a_c1,44,0.036698334683183155,0.001344082553799111,1.7026038971781374e-06,1.7026038971781374e-06,2.898860030686182e-12,6.242040686466929e-08,-0.0,0.0078125,0.0078125,0.125,0.0,0.0,0.0
page046_M-12_a_c1_sym_045,page046_M-12_a_c1,45,0.00072762435180131,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
page046_M-12_a_c1_sym_046,page046_M-12_a_c1,46,0.028651439557382707,0.0008209049887103546,4.883293590223073e-07,4.883293590223073e-07,2.3846556288313745e-13,1.3991339114123077e-08,0.0,0.000732421875,0.003173828125,0.07692307692307693,0.0,0.0,0.0
page046_M-12_a_c1_sym_047,page046_M-12_a_c1,47,0.027433331128363613,0.000752587656798444,2.856044862152476e-06,2.856044862152476e-06,8.156992254627555e-12,7.835082442089048e-08,-0.0,0.001953125,0.001953125,0.125,0.0,0.0,0.0
