page,line_id,caption_index,text_raw,text_norm,x,y,w,h,x_center,site,number,side,part,variant,normalized_code
730,5,1,Ae ee ew = < L-104 F L-104 B L-104 D,Ae ee ew = < L-104 F L-104 B L-104 D,258,838,1954,63,1614,L,104,B,,,L-104 B
730,5,2,Ae ee ew = < L-104 F L-104 B L-104 D,Ae ee ew = < L-104 F L-104 B L-104 D,258,838,1954,63,2022,L,104,D,,,L-104 D
730,8,0,L-104 4,L-104 4,569,1268,125,43,622,L,104,,,,L-104
730,15,0,| FO bg * ee ~ a oe is L-105 B 4,| FO bg * ee ~ a oe is L-105 B 4,123,1905,2104,141,1898,L,105,B,,,L-105 B
730,16,0,| L-105 A L-105 a L-105 E,| L-105 A L-105 a L-105 E,123,2046,2058,82,616,L,105,A,,,L-105 A
730,16,1,| L-105 A L-105 a L-105 E,| L-105 A L-105 a L-105 E,123,2046,2058,82,1275,L,105,a,,,L-105 a
730,16,2,| L-105 A L-105 a L-105 E,| L-105 A L-105 a L-105 E,123,2046,2058,82,1892,L,105,E,,,L-105 E
730,17,0,L-106 C,L-106 C,1562,2547,129,28,1626,L,106,C,,,L-106 C
730,22,0,‘i phy ay B. SMEE 3 L-106 F L-106 B L-106 D,‘i phy ay B. SMEE 3 L-106 F L-106 B L-106 D,251,2861,1810,73,1261,L,106,F,,,L-106 F
730,22,1,‘i phy ay B. SMEE 3 L-106 F L-106 B L-106 D,‘i phy ay B. SMEE 3 L-106 F L-106 B L-106 D,251,2861,1810,73,1597,L,106,B,,,L-106 B
730,22,2,‘i phy ay B. SMEE 3 L-106 F L-106 B L-106 D,‘i phy ay B. SMEE 3 L-106 F L-106 B L-106 D,251,2861,1810,73,1913,L,106,D,,,L-106 D
730,23,0,L-106 A L-1) a,L-106 A L-1) a,314,2985,580,29,479,L,106,A,,,L-106 A
730,23,1,L-106 A L-1) a,L-106 A L-1) a,314,2985,580,29,707,L,1,,,,L-1
730,24,0,L-106 E,L-106 E,1563,3232,127,28,1626,L,106,E,,,L-106 E
731,3,0,S: . <a — L-107 C Pee ;,S: . <a - L-107 C Pee ;,183,315,2047,47,1429,L,107,C,,,L-107 C
731,7,0,L-107 A L-107 B L-107 a,L-107 A L-107 B L-107 a,404,661,1582,31,679,L,107,A,,,L-107 A
731,7,1,L-107 A L-107 B L-107 a,L-107 A L-107 B L-107 a,404,661,1582,31,1229,L,107,B,,,L-107 B
731,7,2,L-107 A L-107 B L-107 a,L-107 A L-107 B L-107 a,404,661,1582,31,1745,L,107,a,,,L-107 a
731,10,0,L-108 C . Lf os,L-108 C . Lf os,1176,1085,1108,48,1471,L,108,C,,,L-108 C
731,12,0,L-108 A L-108 B L-108 a,L-108 A L-108 B L-108 a,506,1450,1461,34,760,L,108,A,,,L-108 A
731,12,1,L-108 A L-108 B L-108 a,L-108 A L-108 B L-108 a,506,1450,1461,34,1268,L,108,B,,,L-108 B
731,12,2,L-108 A L-108 B L-108 a,L-108 A L-108 B L-108 a,506,1450,1461,34,1744,L,108,a,,,L-108 a
731,25,0,L-109 A L-109 a,L-109 A L-109 a,591,2583,1273,39,930,L,109,A,,,L-109 A
731,25,1,L-109 A L-109 a,L-109 A L-109 a,591,2583,1273,39,1566,L,109,a,,,L-109 a
731,28,0,L-109 C * ee,L-109 C * ee,839,2779,904,97,1140,L,109,C,,,L-109 C
731,32,0,L-109 B,L-109 B,1504,3101,127,58,1567,L,109,B,,,L-109 B
732,8,0,L-HOA L-110 a,L-HOA L-110 a,620,839,1199,30,1496,L,110,a,,,L-110 a
732,9,0,> ‘ ¥' ae L-110 E,> ‘ ¥' ae L-110 E,714,1103,882,95,1414,L,110,E,,,L-110 E
732,10,0,L-110 B,L-110 B,831,1241,129,57,895,L,110,B,,,L-110 B
732,22,0,y ee fs a me ee -* L-112 €,y ee fs a me ee -* L-112 €,297,2421,1682,56,1720,L,112,,,,L-112
732,24,0,L-2A 2,L-2A 2,745,2679,1246,36,1264,L,2,A,,,L-2 A
732,26,0,¥ sé ig 4} WING L-112 B,¥ sé ig 4} WING L-112 B,346,2799,1654,114,1748,L,112,B,,,L-112 B
732,29,0,L-1123 L-H2E,L-1123 L-H2E,700,3230,1298,36,1132,L,1123,L,,,L-1123 L
733,3,0,< Fix go } » ae L-113 B,< Fix go } » ae L-113 B,251,445,1479,116,1504,L,113,B,,,L-113 B
733,5,0,L-113.A L-H3a L-113 E,L-113.A L-H3a L-113 E,383,711,1330,32,541,L,113,,,,L-113
733,5,1,L-113.A L-H3a L-113 E,L-113.A L-H3a L-113 E,383,711,1330,32,1491,L,113,E,,,L-113 E
733,9,0,a. can ate | > L-l14 F L-114 B L-114 D,a. can ate | > L-l14 F L-114 B L-114 D,263,1323,2024,78,1701,L,114,B,,,L-114 B
733,9,1,a. can ate | > L-l14 F L-114 B L-114 D,a. can ate | > L-l14 F L-114 B L-114 D,263,1323,2024,78,2100,L,114,D,,,L-114 D
733,11,0,L-ll4 a L-114 E,L-ll4 a L-114 E,607,1649,1236,30,1554,L,114,E,,,L-114 E
733,13,0,L-1IS A L-115 B L-15 D,L-1IS A L-115 B L-15 D,605,2092,1654,39,755,L,1,I,,,L-1 I
733,13,1,L-1IS A L-115 B L-15 D,L-1IS A L-115 B L-15 D,605,2092,1654,39,1507,L,115,B,,,L-115 B
733,13,2,L-1IS A L-115 B L-15 D,L-1IS A L-115 B L-15 D,605,2092,1654,39,2033,L,15,D,,,L-15 D
733,17,0,L-116 C,L-116 C,1754,2712,123,29,1815,L,116,C,,,L-116 C
733,20,0,L-ll6A L-116 E,L-ll6A L-116 E,686,3224,1188,44,1577,L,116,E,,,L-116 E
734,4,0,L-118 C,L-118 C,1626,741,125,29,1688,L,118,C,,,L-118 C
734,7,0,poe : L-118 F = L-118 D,poe : L-118 F = L-118 D,194,1097,1882,90,1012,L,118,F,,,L-118 F
734,7,1,poe : L-118 F = L-118 D,poe : L-118 F = L-118 D,194,1097,1882,90,1789,L,118,D,,,L-118 D
734,9,0,L-118 A L-118 a =,L-118 A L-118 a =,283,1319,1386,28,609,L,118,A,,,L-118 A
734,9,1,L-118 A L-118 a =,L-118 A L-118 a =,283,1319,1386,28,1261,L,118,a,,,L-118 a
734,10,0,L-18 E,L-18 E,1628,1364,126,62,1691,L,18,E,,,L-18 E
734,12,0,L-119 C,L-119 C,2064,1818,124,30,2126,L,119,C,,,L-119 C
734,14,0,L-119 a,L-119 a,1298,2102,119,41,1357,L,119,a,,,L-119 a
734,15,0,L-119 A L-119 B,L-119 A L-119 B,390,2137,1795,37,868,L,119,A,,,L-119 A
734,15,1,L-119 A L-119 B,L-119 A L-119 B,390,2137,1795,37,1766,L,119,B,,,L-119 B
734,24,0,L-120.4 L-120a L-121A L-I21 a,L-120.4 L-120a L-121A L-I21 a,259,2866,1815,40,415,L,120,,,,L-120
734,24,1,L-120.4 L-120a L-121A L-I21 a,L-120.4 L-120a L-121A L-I21 a,259,2866,1815,40,978,L,120,a,,,L-120 a
734,24,2,L-120.4 L-120a L-121A L-I21 a,L-120.4 L-120a L-121A L-I21 a,259,2866,1815,40,1416,L,121,A,,,L-121 A
735,4,0,", 0 J om L-122 F L-12 B L-122D",", 0 J om L-122 F L-12 B L-122D",188,740,1831,82,981,L,122,F,,,L-122 F
735,4,1,", 0 J om L-122 F L-12 B L-122D",", 0 J om L-122 F L-12 B L-122D",188,740,1831,82,1439,L,12,B,,,L-12 B
735,4,2,", 0 J om L-122 F L-12 B L-122D",", 0 J om L-122 F L-12 B L-122D",188,740,1831,82,1835,L,122,D,,,L-122 D
735,6,0,L-122 a L-122 E,L-122 a L-122 E,460,1144,1152,36,767,L,122,a,,,L-122 a
735,6,1,L-122 a L-122 E,L-122 a L-122 E,460,1144,1152,36,1343,L,122,E,,,L-122 E
735,10,0,L-123 A L-123 a nae,L-123 A L-123 a nae,373,1856,1696,75,730,L,123,A,,,L-123 A
735,10,1,L-123 A L-123 a nae,L-123 A L-123 a nae,373,1856,1696,75,1444,L,123,a,,,L-123 a
735,16,0,L-124.A L-124 B,L-124.A L-124 B,596,3178,1083,41,776,L,124,,,,L-124
735,16,1,L-124.A L-124 B,L-124.A L-124 B,596,3178,1083,41,1426,L,124,B,,,L-124 B
736,13,0,L-125 A L-126A,L-125 A L-126A,529,958,1354,36,915,L,125,A,,,L-125 A
736,13,1,L-125 A L-126A,L-125 A L-126A,529,958,1354,36,1592,L,126,A,,,L-126 A
736,21,0,Lat cere Rens j L-128 A,Lat cere Rens j L-128 A,361,1788,1496,98,1629,L,128,A,,,L-128 A
736,22,0,L-127 A,L-127 A,569,1990,131,28,634,L,127,A,,,L-127 A
736,35,0,' 1-129 A L-129 A bis,' 1-129 A L-129 A bis,111,3203,1723,39,1382,L,129,A,,bis,L-129 A bis
737,21,0,- aP i 43 47 eae L-132 A,- aP i 43 47 eae L-132 A,284,1577,1719,74,1752,L,132,A,,,L-132 A
737,36,0,Fs ae jw E wt ° L-135 4,Fs ae jw E wt ° L-135 4,171,2805,1529,59,1434,L,135,,,,L-135
738,12,0,~ L-137 A,~ L-137 A,437,1101,1389,62,1285,L,137,A,,,L-137 A
738,19,0,ign ? eg % : L-138 B,ign ? eg % : L-138 B,257,1982,1502,96,1496,L,138,B,,,L-138 B
738,31,0,L-139 A L-I40 A,L-139 A L-I40 A,687,3224,1091,40,977,L,139,A,,,L-139 A
739,16,0,NEE L-142 B,NEE L-142 B,348,1892,1380,64,1288,L,142,B,,,L-142 B
739,25,0,youn hla t Bet ee L-143 B,youn hla t Bet ee L-143 B,335,2749,1769,77,1856,L,143,B,,,L-143 B
740,9,0,"‘ e a - 7 ‘= A -) a ¢ ' oe . - , oa -","‘ e a - 7 ‘= A -) a ¢ ' oe . - , oa -",128,620,1985,85,503,A,7,,,,A-7
740,30,0,ee L-146A L-146 B,ee L-146A L-146 B,222,2181,1958,63,970,L,146,A,,,L-146 A
740,30,1,ee L-146A L-146 B,ee L-146A L-146 B,222,2181,1958,63,1776,L,146,B,,,L-146 B
740,45,0,L-M7A L-48 A,L-M7A L-48 A,556,3239,1289,47,1522,L,48,A,,,L-48 A
742,29,0,| % ea Ee L-156 A,| % ea Ee L-156 A,102,2103,1817,103,1544,L,156,A,,,L-156 A
742,39,0,L-155 A ' rite a a,L-155 A ' rite a a,511,2816,1475,30,838,L,155,A,,,L-155 A
743,12,0,L-158 A ate: ma,L-158 A ate: ma,486,979,1548,52,898,L,158,A,,,L-158 A
743,13,0,L-159 A,L-159 A,1690,1082,131,45,1755,L,159,A,,,L-159 A
743,30,0,a Se L-161 A,a Se L-161 A,518,2574,1354,53,1477,L,161,A,,,L-161 A
743,38,0,L-162 A L-162 B,L-162 A L-162 B,527,3214,1036,41,803,L,162,A,,,L-162 A
743,38,1,L-162 A L-162 B,L-162 A L-162 B,527,3214,1036,41,1321,L,162,B,,,L-162 B
744,7,0,f? y L-163 C :,f? y L-163 C :,536,676,1754,44,1663,L,163,C,,,L-163 C
744,9,0,"L-163 A . FF,","L-163 A . FF,",599,953,1137,59,948,L,163,A,,,L-163 A
744,20,0,L-Io4 A L-165 A,L-Io4 A L-165 A,522,2133,1221,35,1458,L,165,A,,,L-165 A
744,32,0,L-166 A L-167 A,L-166 A L-167 A,629,3233,1213,33,952,L,166,A,,,L-166 A
744,32,1,L-166 A L-167 A,L-166 A L-167 A,629,3233,1213,33,1558,L,167,A,,,L-167 A
745,10,0,L-168 A am,L-168 A am,645,974,559,53,868,L,168,A,,,L-168 A
745,24,0,L-169 A L-I70 A L-I71 A,L-169 A L-I70 A L-I71 A,449,1903,1644,47,734,L,169,A,,,L-169 A
745,37,0,": a - 5 i Pes nw ee S- a Ss , maa ; Pr n L-173 B",": a - 5 i Pes nw ee S- a Ss , maa ; Pr n L-173 B",492,2718,1677,100,701,A,5,i,,,A-5 i
745,37,1,": a - 5 i Pes nw ee S- a Ss , maa ; Pr n L-173 B",": a - 5 i Pes nw ee S- a Ss , maa ; Pr n L-173 B",492,2718,1677,100,2046,L,173,B,,,L-173 B
745,45,0,L-172 A L-I73 A,L-172 A L-I73 A,559,3196,978,47,819,L,172,A,,,L-172 A
746,22,0,"L-174.A 9g SO. ae, |","L-174.A 9g SO. ae, |",830,1573,1459,85,1012,L,174,,,,L-174
746,34,0,Ra < Pa L-176 A,Ra < Pa L-176 A,835,2578,1104,128,1681,L,176,A,,,L-176 A
746,37,0,"L-175 A *. 2 , a.","L-175 A *. 2 , a.",643,2783,1345,41,959,L,175,A,,,L-175 A
746,41,0,L-176 A bis,L-176 A bis,1861,3212,187,43,1954,L,176,A,,bis,L-176 A bis
747,11,0,. > ; o- 7 ~~ * +y ie ry E,. > ; o- 7 ~~ * +y ie ry E,455,733,1414,77,917,O,7,,,,O-7
747,22,0,L-177 A bis “SS :,L-177 A bis “SS :,551,1636,1463,48,1024,L,177,A,,bis,L-177 A bis
747,24,0,L-178 A bis,L-178 A bis,1668,1766,187,28,1761,L,178,A,,bis,L-178 A bis
747,33,0,mm - 7 . - : a rap Fr e4 : r,mm - 7 . - : a rap Fr e4 : r,314,2467,1798,34,570,M,7,,,,M-7
747,39,0,L-IV9A L-180 A |,L-IV9A L-180 A |,590,3195,1758,79,1798,L,180,A,,,L-180 A
748,4,0,Vy y \) if mw - —— L-183 A,Vy y \) if mw - -- L-183 A,147,455,1987,123,1866,L,183,A,,,L-183 A
748,11,0,= L-182 A,= L-182 A,348,813,957,59,932,L,182,A,,,L-182 A
748,29,0,oe ie a L-186 A,oe ie a L-186 A,491,2066,1329,59,1509,L,186,A,,,L-186 A
748,30,0,L-185 A,L-185 A,535,2186,129,30,599,L,185,A,,,L-185 A
748,42,0,L-I85 A bis L-187 A ae ae ?,L-I85 A bis L-187 A ae ae ?,310,2694,1905,85,1438,L,187,A,,,L-187 A
748,45,0,L-188 A,L-188 A,1887,3106,127,29,1950,L,188,A,,,L-188 A
749,21,0,L-189 A 1-2,L-189 A 1-2,581,1561,193,47,651,L,189,A,,,L-189 A
749,22,0,L-189 A 344,L-189 A 344,1678,1648,195,45,1748,L,189,A,,,L-189 A
749,27,0,i. t ; L-190 B,i. t ; L-190 B,359,2495,1444,64,1442,L,190,B,,,L-190 B
749,30,0,| L-190 A 1-3 L-190 D L-190 F,| L-190 A 1-3 L-190 D L-190 F,129,3190,1914,78,525,L,190,A,,,L-190 A
749,30,1,| L-190 A 1-3 L-190 D L-190 F,| L-190 A 1-3 L-190 D L-190 F,129,3190,1914,78,1317,L,190,D,,,L-190 D
749,30,2,| L-190 A 1-3 L-190 D L-190 F,| L-190 A 1-3 L-190 D L-190 F,129,3190,1914,78,1812,L,190,F,,,L-190 F
750,15,0,rn - By. - L-192 A 2 bis,rn - By. - L-192 A 2 bis,256,987,1735,92,1340,L,192,A,,,L-192 A
750,22,0,L-191 A 1-2 pee eee,L-191 A 1-2 pee eee,442,1331,1212,79,697,L,191,A,,,L-191 A
750,41,0,Pe fa a alll . L-192 A 1-2,Pe fa a alll . L-192 A 1-2,432,2216,1263,54,1354,L,192,A,,,L-192 A
750,54,0,L-193 A: a. 7°,L-193 A: a. 7°,519,2998,809,51,721,L,193,A,,,L-193 A
750,56,0,L-193 A 1-2,L-193 A 1-2,1588,3204,188,59,1656,L,193,A,,,L-193 A
751,3,0,+ hae = _ ’ LOD & J -3 = +,+ hae = _ ’ LOD & J -3 = +,415,344,1869,69,1888,J,3,,,,J-3
751,17,0,L-194A1 oly,L-194A1 oly,584,1160,1281,82,933,L,194,A,,,L-194 A
751,18,0,L-194 A2,L-194 A2,1730,1303,162,46,1800,L,194,A,,,L-194 A
751,24,0,L-195 A 1-2 L-196 A 1-2 L-197 A 1-2 |,L-195 A 1-2 L-196 A 1-2 L-197 A 1-2 |,450,2182,1888,113,654,L,195,A,,,L-195 A
751,24,1,L-195 A 1-2 L-196 A 1-2 L-197 A 1-2 |,L-195 A 1-2 L-196 A 1-2 L-197 A 1-2 |,450,2182,1888,113,1266,L,196,A,,,L-196 A
751,24,2,L-195 A 1-2 L-196 A 1-2 L-197 A 1-2 |,L-195 A 1-2 L-196 A 1-2 L-197 A 1-2 |,450,2182,1888,113,1878,L,197,A,,,L-197 A
751,31,0,we - 7 ‘ 24 i* : | ‘ ® “ 4,we - 7 ‘ 24 i* : | ‘ ® “ 4,216,2750,1858,51,501,E,7,,,,E-7
751,35,0,L-198 A 1-2 L-190 A }-2 |,L-198 A 1-2 L-190 A }-2 |,594,3190,1720,61,869,L,198,A,,,L-198 A
751,35,1,L-198 A 1-2 L-190 A }-2 |,L-198 A 1-2 L-190 A }-2 |,594,3190,1720,61,1694,L,190,A,,,L-190 A
752,8,0,L-200A 1 -,L-200A 1 -,675,992,879,39,982,L,200,A,,,L-200 A
752,9,0,L-200 A2,L-200 A2,1582,1058,158,29,1651,L,200,A,,,L-200 A
752,19,0,1-201 A 1-2 L-202 A 1-2 |,1-201 A 1-2 L-202 A 1-2 |,590,1967,1680,59,1665,L,202,A,,,L-202 A
752,21,0,a - 4,a - 4,1147,2103,384,33,1339,A,4,,,,A-4
752,34,0,L-203 A 1-2,L-203 A 1-2,1062,3211,191,30,1131,L,203,A,,,L-203 A
753,11,0,"~~ aes ""4 ? : p> = Y L-204 F","~~ aes ""4 ? : p> = Y L-204 F",330,968,1398,59,1553,L,204,F,,,L-204 F
753,14,0,| L-204 A,| L-204 A,150,1124,512,50,462,L,204,A,,,L-204 A
753,17,0,L-205 A 1-2 ak zn .,L-205 A 1-2 ak zn .,299,1975,1338,88,580,L,205,A,,,L-205 A
753,26,0,L-206 A 1-2,L-206 A 1-2,1362,3224,191,31,1431,L,206,A,,,L-206 A
754,15,0,"bs at © Ae ""| a4 , J L-208 B","bs at © Ae ""| a4 , J L-208 B",222,1429,1932,101,1912,L,208,B,,,L-208 B
754,18,0,L-207 A 1-2,L-207 A 1-2,839,1961,190,30,908,L,207,A,,,L-207 A
754,34,0,L-210 A 1-2 L-20 A 1-2 bis,L-210 A 1-2 L-20 A 1-2 bis,503,3216,1461,45,727,L,210,A,,,L-210 A
754,34,1,L-210 A 1-2 L-20 A 1-2 bis,L-210 A 1-2 L-20 A 1-2 bis,503,3216,1461,45,1373,L,20,A,,,L-20 A
755,14,0,5 » ey: z - 1a o é = AS ay 1 y . - ryt,5 » ey: z - 1a o é = AS ay 1 y . - ryt,350,825,1756,77,881,Z,1,a,,,Z-1 a
755,25,0,L-210 A 1-2 bis,L-210 A 1-2 bis,1871,1809,241,30,1935,L,210,A,,,L-210 A
755,26,0,L-210 A 12 icici |,L-210 A 12 icici |,711,1812,1667,83,1081,L,210,A,,,L-210 A
755,43,0,MALS L-212.A 13,MALS L-212.A 13,428,3215,1427,52,1141,L,212,,,,L-212
756,30,0,“ Ss cee L-214 A 1-2,“ Ss cee L-214 A 1-2,445,2116,1493,62,1415,L,214,A,,,L-214 A
756,36,0,L-215 A 1-4 L-216D 1 L-216 D2,L-215 A 1-4 L-216D 1 L-216 D2,493,2721,1600,49,713,L,215,A,,,L-215 A
756,36,1,L-215 A 1-4 L-216D 1 L-216 D2,L-215 A 1-4 L-216D 1 L-216 D2,493,2721,1600,49,1348,L,216,D,,,L-216 D
756,36,2,L-215 A 1-4 L-216D 1 L-216 D2,L-215 A 1-4 L-216D 1 L-216 D2,493,2721,1600,49,1844,L,216,D,,,L-216 D
756,40,0,L-216E,L-216E,1650,3226,117,29,1708,L,216,E,,,L-216 E
757,5,0,L-217 A L-217 B,L-217 A L-217 B,449,595,886,30,685,L,217,A,,,L-217 A
757,5,1,L-217 A L-217 B,L-217 A L-217 B,449,595,886,30,1128,L,217,B,,,L-217 B
757,10,0,L-218 A —_ “ |,L-218 A -_ “ |,421,1384,1942,54,975,L,218,A,,,L-218 A
757,11,0,L-219 A,L-219 A,1883,1431,131,60,1948,L,219,A,,,L-219 A
757,23,0,% Zo AP. - 3 L-220 B |,% Zo AP. - 3 L-220 B |,228,2310,2132,179,1875,L,220,B,,,L-220 B
757,24,0,| L-220 A,| L-220 A,159,2733,651,77,556,L,220,A,,,L-220 A
758,10,0,L-221 A (200 %) if ty,L-221 A (200 %) if ty,742,1102,1301,95,989,L,221,A,,,L-221 A
758,16,0,": - a) L-222 A bis ees ,.",": - a) L-222 A bis ees ,.",272,1502,1846,67,1195,L,222,A,,bis,L-222 A bis
758,20,0,ae 2 L-223 A bis,ae 2 L-223 A bis,436,1725,1665,45,1528,L,223,A,,bis,L-223 A bis
758,21,0,L-222A,L-222A,488,1850,130,30,553,L,222,A,,,L-222 A
758,28,0,Soe z L-225 A bis,Soe z L-225 A bis,470,2289,1658,42,1591,L,225,A,,bis,L-225 A bis
758,29,0,AN WN L-225A,AN WN L-225A,479,2323,939,122,1183,L,225,A,,,L-225 A
758,30,0,L-24A a,L-24A a,465,2455,436,46,651,L,24,A,,,L-24 A
758,33,0,—— fn. .g* Beh pee -2,-- fn. .g* Beh pee -2,428,2699,1665,49,1934,E,2,,,,E-2
758,41,0,L-224 A bis L-228 A L-228 A bis,L-224 A bis L-228 A L-228 A bis,456,3220,1651,33,748,L,224,A,,bis,L-224 A bis
758,41,1,L-224 A bis L-228 A L-228 A bis,L-224 A bis L-228 A L-228 A bis,456,3220,1651,33,1308,L,228,A,,,L-228 A
758,41,2,L-224 A bis L-228 A L-228 A bis,L-224 A bis L-228 A L-228 A bis,456,3220,1651,33,1814,L,228,A,,bis,L-228 A bis
759,5,0,| a L-230 A L-230 A bis,| a L-230 A L-230 A bis,188,550,1961,96,870,L,230,A,,,L-230 A
759,5,1,| a L-230 A L-230 A bis,| a L-230 A L-230 A bis,188,550,1961,96,1680,L,230,A,,bis,L-230 A bis
759,6,0,| L-232A,| L-232A,182,766,794,97,678,L,232,A,,,L-232 A
759,8,0,| iia fie 3 L-233 A L-234A,| iia fie 3 L-233 A L-234A,173,1149,1959,106,1378,L,233,A,,,L-233 A
759,8,1,| iia fie 3 L-233 A L-234A,| iia fie 3 L-233 A L-234A,173,1149,1959,106,1905,L,234,A,,,L-234 A
759,9,0,L-231A a aaa et ae i,L-231A a aaa et ae i,511,1360,1574,96,786,L,231,A,,,L-231 A
759,13,0,L-236 A bis wee PY ier,L-236 A bis wee PY ier,1246,1593,1028,96,1503,L,236,A,,bis,L-236 A bis
759,14,0,| L-235A ; See,| L-235A ; See,162,1645,2104,69,988,L,235,A,,,L-235 A
759,15,0,L-234 A bis,L-234 A bis,1967,1722,190,61,2062,L,234,A,,bis,L-234 A bis
759,16,0,| L-236A % 4,| L-236A % 4,159,1794,1757,199,964,L,236,A,,,L-236 A
759,17,0,| L-240.A ke ee,| L-240.A ke ee,156,1989,1957,98,743,L,240,,,,L-240
759,21,0,L-237 A L-238 A L-239 A el,L-237 A L-238 A L-239 A el,287,2367,1683,72,545,L,237,A,,,L-237 A
759,21,1,L-237 A L-238 A L-239 A el,L-237 A L-238 A L-239 A el,287,2367,1683,72,1063,L,238,A,,,L-238 A
759,21,2,L-237 A L-238 A L-239 A el,L-237 A L-238 A L-239 A el,287,2367,1683,72,1581,L,239,A,,,L-239 A
759,23,0,ey L-241 A,ey L-241 A,982,2603,1087,65,1688,L,241,A,,,L-241 A
759,25,0,| L-243 A -,| L-243 A -,137,2687,2053,124,1256,L,243,A,,,L-243 A
759,30,0,L-242 A L-244 A L-245A L-246 A |,L-242 A L-244 A L-245A L-246 A |,374,3144,1936,76,616,L,242,A,,,L-242 A
759,30,1,L-242 A L-244 A L-245A L-246 A |,L-242 A L-244 A L-245A L-246 A |,374,3144,1936,76,1100,L,244,A,,,L-244 A
759,30,2,L-242 A L-244 A L-245A L-246 A |,L-242 A L-244 A L-245A L-246 A |,374,3144,1936,76,1553,L,245,A,,,L-245 A
759,30,3,L-242 A L-244 A L-245A L-246 A |,L-242 A L-244 A L-245A L-246 A |,374,3144,1936,76,2007,L,246,A,,,L-246 A
760,5,0,: L-249A,: L-249A,311,497,1224,30,1076,L,249,A,,,L-249 A
760,6,0,L-247 A ciate,L-247 A ciate,239,519,1913,49,827,L,247,A,,,L-247 A
760,7,0,L-248 A,L-248 A,875,724,136,44,943,L,248,A,,,L-248 A
760,9,0,L-251A L-252 A L-253 A L-24A,L-251A L-252 A L-253 A L-24A,241,1185,1722,33,456,L,251,A,,,L-251 A
760,9,1,L-251A L-252 A L-253 A L-24A,L-251A L-252 A L-253 A L-24A,241,1185,1722,33,917,L,252,A,,,L-252 A
760,9,2,L-251A L-252 A L-253 A L-24A,L-251A L-252 A L-253 A L-24A,241,1185,1722,33,1409,L,253,A,,,L-253 A
760,9,3,L-251A L-252 A L-253 A L-24A,L-251A L-252 A L-253 A L-24A,241,1185,1722,33,1809,L,24,A,,,L-24 A
760,12,0,ea L-255 A L-256 A L-256 A bis L-257 A,ea L-255 A L-256 A L-256 A bis L-257 A,257,1743,1941,46,614,L,255,A,,,L-255 A
760,12,1,ea L-255 A L-256 A L-256 A bis L-257 A,ea L-255 A L-256 A L-256 A bis L-257 A,257,1743,1941,46,1023,L,256,A,,,L-256 A
760,12,2,ea L-255 A L-256 A L-256 A bis L-257 A,ea L-255 A L-256 A L-256 A bis L-257 A,257,1743,1941,46,1508,L,256,A,,bis,L-256 A bis
760,12,3,ea L-255 A L-256 A L-256 A bis L-257 A,ea L-255 A L-256 A L-256 A bis L-257 A,257,1743,1941,46,2019,L,257,A,,,L-257 A
760,21,0,2 L-259A,2 L-259A,992,2410,802,42,1493,L,259,A,,,L-259 A
760,22,0,L-258 A L-258 A bis a,L-258 A L-258 A bis a,311,2553,1874,43,667,L,258,A,,,L-258 A
760,22,1,L-258 A L-258 A bis a,L-258 A L-258 A bis a,311,2553,1874,43,1515,L,258,A,,bis,L-258 A bis
760,27,0,L-260A L-261 A L-262 A,L-260A L-261 A L-262 A,315,3181,1730,40,590,L,260,A,,,L-260 A
760,27,1,L-260A L-261 A L-262 A,L-260A L-261 A L-262 A,315,3181,1730,40,1180,L,261,A,,,L-261 A
760,27,2,L-260A L-261 A L-262 A,L-260A L-261 A L-262 A,315,3181,1730,40,1769,L,262,A,,,L-262 A
761,7,0,L-263 A L-263 A bis,L-263 A L-263 A bis,495,973,1313,41,771,L,263,A,,,L-263 A
761,7,1,L-263 A L-263 A bis,L-263 A L-263 A bis,495,973,1313,41,1427,L,263,A,,bis,L-263 A bis
761,10,0,L-265 A L-265 A bis,L-265 A L-265 A bis,1408,1781,698,40,1554,L,265,A,,,L-265 A
761,10,1,L-265 A L-265 A bis,L-265 A L-265 A bis,1408,1781,698,40,1903,L,265,A,,bis,L-265 A bis
761,11,0,L-244 A,L-244 A,545,1960,131,45,610,L,244,A,,,L-244 A
761,13,0,L-266 A L-266 A bis L-267 A L-268 A (25 %),L-266 A L-266 A bis L-267 A L-268 A (25 %),335,2579,1927,60,518,L,266,A,,,L-266 A
761,13,1,L-266 A L-266 A bis L-267 A L-268 A (25 %),L-266 A L-266 A bis L-267 A L-268 A (25 %),335,2579,1927,60,954,L,266,A,,bis,L-266 A bis
761,13,2,L-266 A L-266 A bis L-267 A L-268 A (25 %),L-266 A L-266 A bis L-267 A L-268 A (25 %),335,2579,1927,60,1436,L,267,A,,,L-267 A
761,13,3,L-266 A L-266 A bis L-267 A L-268 A (25 %),L-266 A L-266 A bis L-267 A L-268 A (25 %),335,2579,1927,60,1803,L,268,A,,,L-268 A
761,14,0,L-269 A L-270 A |,L-269 A L-270 A |,779,3192,1571,65,1148,L,269,A,,,L-269 A
761,14,1,L-269 A L-270 A |,L-269 A L-270 A |,779,3192,1571,65,1887,L,270,A,,,L-270 A
762,9,0,Si sdae 7 ' al 2 L-271 A ter,Si sdae 7 ' al 2 L-271 A ter,399,705,1821,89,1862,L,271,A,,ter,L-271 A ter
762,12,0,L-271 A L-271 A bis,L-271 A L-271 A bis,541,922,1159,41,785,L,271,A,,,L-271 A
